"WorkItemID","RequirementID","Priority","SubsystemCode","AssignedToID","AssignedToName","OpenedDate","ClosedDate","EstimateHours","ActualHours","WorkItemStatus"
"WI-0410","REQ-0211","MustShip","REL-MECH","P-019","Sana Nakamura","2025-01-10","2025-02-08","27.6","30.1","Closed"
"WI-0411","REQ-0212","ShouldShip","DIAG-LOG","P-013","Mei Thackeray","2025-03-08","2025-03-02","8.5","9.2","Closed"
"WI-0412","REQ-0212","ShouldShip","DIAG-LOG","P-010","Jonas Weatherby","2026-04-29","2026-05-09","29.2","24.6","Closed"
"WI-0413","REQ-0212","ShouldShip","DIAG-LOG","P-019","Sana Nakamura","2025-01-11","2025-01-30","30.9","29.6","Closed"
"WI-0414","REQ-0213","ShouldShip","COMM-LNK","P-004","Dmitri Eriksen","2026-03-08","2026-03-30","12.8","12.8","Closed"
"WI-0415","REQ-0213","ShouldShip","COMM-LNK","P-012","Liam Moreau","2026-03-22","2026-04-07","29.3","26.8","Closed"
"WI-0416","REQ-0213","ShouldShip","COMM-LNK","P-001","Aditi Halvorsen","2026-05-28","","7.4","","Open"
"WI-0417","REQ-0214","Nice","GND-CTRL","P-005","Elena Lindqvist","2026-04-11","","32.8","","Open"
"WI-0418","REQ-0214","Nice","GND-CTRL","P-009","Imani Petrovic","2025-03-01","2025-04-06","13.6","16.0","Closed"
"WI-0419","REQ-0215","Nice","NAV-SENS","P-009","Imani Petrovic","2025-07-23","2025-09-17","28.6","40.8","Closed"
"WI-0420","REQ-0215","Nice","NAV-SENS","P-019","Sana Nakamura","2025-03-17","2025-03-25","35.5","29.0","Closed"
"WI-0421","REQ-0215","Nice","NAV-SENS","P-020","Tomas Ustinov","2025-11-19","2026-01-04","35.1","45.9","Closed"
"WI-0422","REQ-0216","Nice","COMM-LNK","P-020","Tomas Ustinov","2026-06-01","2026-06-23","27.3","27.2","Closed"
"WI-0423","REQ-0216","Nice","COMM-LNK","P-018","Rafael Grigorescu","2025-03-12","2025-04-13","10.2","11.5","Closed"
"WI-0424","REQ-0216","Nice","COMM-LNK","P-002","Bruno Oyelaran","2025-06-07","2025-07-19","34.4","43.2","Closed"
"WI-0425","REQ-0217","MustShip","REL-MECH","P-020","Tomas Ustinov","2026-05-26","2026-07-21","6.6","9.4","Closed"
"WI-0426","REQ-0218","MustShip","PWR-MGMT","P-003","Camille Villalobos","2025-09-19","2025-10-24","23.2","27.0","Closed"
"WI-0427","REQ-0218","MustShip","PWR-MGMT","P-006","Farid Saltzman","2026-06-13","","15.5","","InProgress"
"WI-0428","REQ-0218","MustShip","PWR-MGMT","P-019","Sana Nakamura","2025-02-22","","34.2","","InProgress"
"WI-0429","REQ-0219","MustShip","GND-CTRL","P-009","Imani Petrovic","2026-06-03","2026-07-06","13.2","15.1","Closed"
"WI-0430","REQ-0219","MustShip","GND-CTRL","P-001","Aditi Halvorsen","2025-06-08","2025-06-20","34.4","29.9","Closed"
"WI-0431","REQ-0219","MustShip","GND-CTRL","P-013","Mei Thackeray","2025-08-05","2025-08-19","19.1","17.2","Closed"
"WI-0432","REQ-0220","Nice","NAV-SENS","P-013","Mei Thackeray","2025-04-28","2025-06-19","29.2","40.4","Closed"
"WI-0433","REQ-0221","MustShip","COMM-LNK","P-016","Priya Quintana","2026-04-29","2026-05-23","19.1","19.5","Closed"
"WI-0434","REQ-0222","ShouldShip","REL-MECH","P-015","Olabisi Jindal","2026-06-22","2026-08-07","20.8","27.1","Closed"
"WI-0435","REQ-0223","MustShip","GND-CTRL","P-010","Jonas Weatherby","2025-12-08","2026-01-18","31.4","39.2","Closed"
"WI-0436","REQ-0223","MustShip","GND-CTRL","P-020","Tomas Ustinov","2026-06-15","2026-07-19","35.9","41.5","Closed"
"WI-0437","REQ-0224","MustShip","COMM-LNK","P-006","Farid Saltzman","2025-01-31","2025-03-10","5.6","6.7","Closed"
"WI-0438","REQ-0224","MustShip","COMM-LNK","P-016","Priya Quintana","2025-05-05","2025-06-30","29.8","42.5","Closed"
"WI-0439","REQ-0224","MustShip","COMM-LNK","P-013","Mei Thackeray","2026-05-14","2026-07-07","32.9","46.5","Closed"
"WI-0440","REQ-0225","MustShip","FLT-CTRL","P-020","Tomas Ustinov","2025-02-26","2025-03-28","5.3","5.9","Closed"
"WI-0441","REQ-0225","MustShip","FLT-CTRL","P-011","Katya Fairweather","2025-12-22","2026-02-11","28.5","39.1","Closed"
"WI-0442","REQ-0225","MustShip","FLT-CTRL","P-014","Nils Castellan","2025-04-06","2025-05-03","8.1","8.6","Closed"
"WI-0443","REQ-0226","ShouldShip","STRUCT-I","P-011","Katya Fairweather","2025-07-24","2025-09-04","27.1","33.8","Closed"
"WI-0444","REQ-0227","ShouldShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-11-04","2025-12-28","17.5","24.5","Closed"
"WI-0445","REQ-0228","MustShip","COMM-LNK","P-016","Priya Quintana","2026-06-17","2026-06-30","10.1","8.9","Closed"
"WI-0446","REQ-0228","MustShip","COMM-LNK","P-007","Grace Baptiste","2025-10-27","","8.4","","InProgress"
"WI-0447","REQ-0229","MustShip","PWR-MGMT","P-016","Priya Quintana","2025-06-27","2025-08-08","2.8","3.5","Closed"
"WI-0448","REQ-0230","Nice","FLT-CTRL","P-016","Priya Quintana","2025-04-02","2025-05-03","13.1","14.6","Closed"
"WI-0449","REQ-0230","Nice","FLT-CTRL","P-012","Liam Moreau","2025-12-09","","20.4","","Open"
"WI-0450","REQ-0231","ShouldShip","COMM-LNK","P-017","Quentin Zielinski","2025-01-28","2025-03-19","13.0","17.7","Closed"
"WI-0451","REQ-0231","ShouldShip","COMM-LNK","P-010","Jonas Weatherby","2025-03-29","2025-05-25","20.0","28.9","Closed"
"WI-0452","REQ-0232","ShouldShip","REL-MECH","P-020","Tomas Ustinov","2025-02-18","2025-02-21","28.7","21.6","Closed"
"WI-0453","REQ-0233","MustShip","NAV-SENS","P-006","Farid Saltzman","2026-03-14","2026-04-10","16.7","17.8","Closed"
"WI-0454","REQ-0233","MustShip","NAV-SENS","P-021","Ulrike Dalgleish","2025-01-16","2025-03-13","12.4","17.7","Closed"
"WI-0455","REQ-0234","ShouldShip","GND-CTRL","P-002","Bruno Oyelaran","2025-12-26","2026-01-12","19.0","17.7","Closed"
"WI-0456","REQ-0234","ShouldShip","GND-CTRL","P-008","Hiroshi Ibarra","2026-04-11","2026-05-22","35.9","44.5","Closed"
"WI-0457","REQ-0234","ShouldShip","GND-CTRL","P-016","Priya Quintana","2025-03-02","2025-03-06","2.5","2.0","Closed"
"WI-0458","REQ-0235","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-02-01","2025-03-18","33.4","43.3","Closed"
"WI-0459","REQ-0235","MustShip","FLT-CTRL","P-021","Ulrike Dalgleish","2025-09-07","2025-11-02","27.8","39.7","Closed"
"WI-0460","REQ-0235","MustShip","FLT-CTRL","P-014","Nils Castellan","2025-02-17","2025-02-25","21.7","17.8","Closed"
"WI-0461","REQ-0236","ShouldShip","GND-CTRL","P-017","Quentin Zielinski","2025-09-07","2025-10-18","9.5","11.8","Closed"
"WI-0462","REQ-0236","ShouldShip","GND-CTRL","P-017","Quentin Zielinski","2025-08-25","2025-09-11","18.7","17.5","Closed"
"WI-0463","REQ-0237","ShouldShip","PWR-MGMT","P-021","Ulrike Dalgleish","2025-09-16","2025-10-04","10.6","10.0","Closed"
"WI-0464","REQ-0237","ShouldShip","PWR-MGMT","P-020","Tomas Ustinov","2025-02-10","2025-03-25","15.0","19.1","Closed"
"WI-0465","REQ-0239","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2026-02-13","2026-02-28","20.3","18.5","Closed"
"WI-0466","REQ-0239","ShouldShip","PWR-MGMT","P-006","Farid Saltzman","2025-05-11","2025-05-23","32.0","27.8","Closed"
"WI-0467","REQ-0240","MustShip","REL-MECH","P-011","Katya Fairweather","2025-05-29","2025-06-05","18.6","15.0","Closed"
"WI-0468","REQ-0241","Nice","GND-CTRL","P-011","Katya Fairweather","2025-03-12","2025-03-23","19.4","16.7","Closed"
"WI-0469","REQ-0241","Nice","GND-CTRL","P-013","Mei Thackeray","2026-06-21","2026-07-15","14.7","15.1","Closed"
"WI-0470","REQ-0241","Nice","GND-CTRL","P-007","Grace Baptiste","2025-08-18","2025-09-05","28.8","27.4","Closed"
"WI-0471","REQ-0242","MustShip","COMM-LNK","P-001","Aditi Halvorsen","2025-07-09","2025-07-23","30.2","27.1","Closed"
"WI-0472","REQ-0242","MustShip","COMM-LNK","P-015","Olabisi Jindal","2026-01-14","2026-02-12","18.9","20.5","Closed"
"WI-0473","REQ-0243","ShouldShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-11-23","2025-12-31","31.3","37.6","Closed"
"WI-0474","REQ-0243","ShouldShip","FLT-CTRL","P-015","Olabisi Jindal","2026-06-12","2026-08-07","10.5","15.1","Closed"
"WI-0475","REQ-0244","ShouldShip","COMM-LNK","P-004","Dmitri Eriksen","2025-02-09","2025-03-12","35.9","39.9","Closed"
"WI-0476","REQ-0244","ShouldShip","COMM-LNK","P-006","Farid Saltzman","2025-09-17","2025-11-10","27.3","38.5","Closed"
"WI-0477","REQ-0244","ShouldShip","COMM-LNK","P-014","Nils Castellan","2025-06-12","2025-07-21","33.3","40.5","Closed"
"WI-0478","REQ-0245","ShouldShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-04-14","2026-05-26","32.7","40.8","Closed"
"WI-0479","REQ-0245","ShouldShip","FLT-CTRL","P-016","Priya Quintana","2026-04-07","2026-05-22","26.9","34.7","Closed"
"WI-0480","REQ-0246","MustShip","REL-MECH","P-012","Liam Moreau","2026-03-12","2026-04-14","29.3","33.4","Closed"
"WI-0481","REQ-0247","MustShip","COMM-LNK","P-020","Tomas Ustinov","2025-02-23","2025-03-29","26.1","29.9","Closed"
"WI-0482","REQ-0248","ShouldShip","PWR-MGMT","P-012","Liam Moreau","2025-02-18","2025-02-28","32.7","27.6","Closed"
"WI-0483","REQ-0248","ShouldShip","PWR-MGMT","P-009","Imani Petrovic","2025-01-20","2025-03-03","4.0","5.0","Closed"
"WI-0484","REQ-0249","MustShip","COMM-LNK","P-017","Quentin Zielinski","2026-02-17","2026-03-09","29.4","28.5","Closed"
"WI-0485","REQ-0249","MustShip","COMM-LNK","P-005","Elena Lindqvist","2026-05-01","2026-05-16","29.9","27.2","Closed"
"WI-0486","REQ-0249","MustShip","COMM-LNK","P-001","Aditi Halvorsen","2025-01-13","2025-03-09","15.6","22.2","Closed"
"WI-0487","REQ-0250","Nice","DIAG-LOG","P-005","Elena Lindqvist","2025-06-02","2025-07-16","17.5","22.3","Closed"
"WI-0488","REQ-0250","Nice","DIAG-LOG","P-005","Elena Lindqvist","2026-05-09","2026-05-30","32.5","32.1","Closed"
"WI-0489","REQ-0250","Nice","DIAG-LOG","P-007","Grace Baptiste","2025-03-14","2025-04-17","7.6","8.8","Closed"
"WI-0490","REQ-0251","MustShip","GND-CTRL","P-002","Bruno Oyelaran","2025-10-08","2025-11-18","8.3","10.3","Closed"
"WI-0491","REQ-0251","MustShip","GND-CTRL","P-008","Hiroshi Ibarra","2026-01-21","2026-03-11","33.6","45.3","Closed"
"WI-0492","REQ-0252","MustShip","REL-MECH","P-017","Quentin Zielinski","2025-08-01","2025-08-28","19.4","20.5","Closed"
"WI-0493","REQ-0253","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-03-04","2025-04-20","26.6","35.1","Closed"
"WI-0494","REQ-0254","ShouldShip","COMM-LNK","P-018","Rafael Grigorescu","2025-11-03","2025-11-08","9.6","7.5","Closed"
"WI-0495","REQ-0254","ShouldShip","COMM-LNK","P-016","Priya Quintana","2025-05-23","2025-05-27","8.5","6.5","Closed"
"WI-0496","REQ-0254","ShouldShip","COMM-LNK","P-014","Nils Castellan","2025-07-24","2025-08-20","12.5","13.2","Closed"
"WI-0497","REQ-0255","ShouldShip","FLT-CTRL","P-001","Aditi Halvorsen","2026-02-21","2026-03-31","4.0","4.8","Closed"
"WI-0498","REQ-0255","ShouldShip","FLT-CTRL","P-003","Camille Villalobos","2025-08-31","2025-09-12","7.3","6.3","Closed"
"WI-0499","REQ-0255","ShouldShip","FLT-CTRL","P-009","Imani Petrovic","2025-10-27","2025-11-07","19.1","16.3","Closed"
"WI-0500","REQ-0256","ShouldShip","PWR-MGMT","P-006","Farid Saltzman","2025-11-09","2025-12-06","4.6","4.8","Closed"
"WI-0501","REQ-0256","ShouldShip","PWR-MGMT","P-012","Liam Moreau","2025-06-08","2025-06-02","35.8","33.0","Closed"
"WI-0502","REQ-0256","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2026-04-21","2026-06-02","18.2","22.7","Closed"
"WI-0503","REQ-0257","MustShip","PWR-MGMT","P-008","Hiroshi Ibarra","2025-02-23","2025-03-08","15.1","13.3","Closed"
"WI-0504","REQ-0258","MustShip","REL-MECH","P-003","Camille Villalobos","2026-06-09","2026-07-01","22.0","21.9","Closed"
"WI-0505","REQ-0259","ShouldShip","GND-CTRL","P-020","Tomas Ustinov","2025-01-16","2025-02-16","28.9","32.0","Closed"
"WI-0506","REQ-0259","ShouldShip","GND-CTRL","P-006","Farid Saltzman","2025-09-11","2025-10-09","29.7","31.7","Closed"
"WI-0507","REQ-0260","MustShip","REL-MECH","P-003","Camille Villalobos","2026-05-29","2026-06-06","18.6","15.2","Closed"
"WI-0508","REQ-0261","ShouldShip","GND-CTRL","P-006","Farid Saltzman","2026-04-02","2026-05-26","11.1","15.6","Closed"
"WI-0509","REQ-0262","ShouldShip","REL-MECH","P-008","Hiroshi Ibarra","2025-11-16","2025-12-24","5.8","7.0","Closed"
"WI-0510","REQ-0262","ShouldShip","REL-MECH","P-017","Quentin Zielinski","2025-09-09","2025-09-25","30.1","27.7","Closed"
"WI-0511","REQ-0262","ShouldShip","REL-MECH","P-003","Camille Villalobos","2026-04-25","2026-05-08","2.4","2.2","Closed"
"WI-0512","REQ-0263","MustShip","COMM-LNK","P-016","Priya Quintana","2026-05-08","2026-06-24","9.9","13.0","Closed"
"WI-0513","REQ-0263","MustShip","COMM-LNK","P-003","Camille Villalobos","2026-01-17","2026-03-11","17.8","24.8","Closed"
"WI-0514","REQ-0263","MustShip","COMM-LNK","P-013","Mei Thackeray","2025-03-27","2025-04-02","33.1","26.3","Closed"
"WI-0515","REQ-0264","MustShip","STRUCT-I","P-008","Hiroshi Ibarra","2026-02-05","2026-02-24","34.4","32.9","Closed"
"WI-0516","REQ-0264","MustShip","STRUCT-I","P-020","Tomas Ustinov","2025-06-10","2025-06-15","16.8","13.1","Closed"
"WI-0517","REQ-0264","MustShip","STRUCT-I","P-001","Aditi Halvorsen","2026-02-14","2026-03-17","35.7","39.7","Closed"
"WI-0518","REQ-0265","MustShip","NAV-SENS","P-003","Camille Villalobos","2026-04-19","2026-04-29","3.8","3.2","Closed"
"WI-0519","REQ-0265","MustShip","NAV-SENS","P-006","Farid Saltzman","2025-02-28","2025-04-24","8.0","11.3","Closed"
"WI-0520","REQ-0266","MustShip","REL-MECH","P-009","Imani Petrovic","2025-04-15","2025-05-21","19.4","22.7","Closed"
"WI-0521","REQ-0266","MustShip","REL-MECH","P-010","Jonas Weatherby","2025-11-05","2025-11-08","2.3","1.8","Closed"
"WI-0522","REQ-0267","Nice","PWR-MGMT","P-013","Mei Thackeray","2026-04-27","2026-06-20","28.4","39.9","Closed"
"WI-0523","REQ-0267","Nice","PWR-MGMT","P-013","Mei Thackeray","2025-10-24","2025-12-06","4.6","5.8","Closed"
"WI-0524","REQ-0267","Nice","PWR-MGMT","P-003","Camille Villalobos","2025-06-26","2025-08-20","14.3","20.3","Closed"
"WI-0525","REQ-0268","MustShip","PWR-MGMT","P-009","Imani Petrovic","2025-05-09","2025-06-16","2.1","2.5","Closed"
"WI-0526","REQ-0268","MustShip","PWR-MGMT","P-004","Dmitri Eriksen","2025-12-02","","18.9","","InProgress"
"WI-0527","REQ-0269","MustShip","REL-MECH","P-014","Nils Castellan","2026-05-02","2026-05-22","29.3","28.7","Closed"
"WI-0528","REQ-0269","MustShip","REL-MECH","P-017","Quentin Zielinski","2026-03-31","2026-04-20","16.3","15.9","Closed"
"WI-0529","REQ-0269","MustShip","REL-MECH","P-006","Farid Saltzman","2025-02-05","2025-03-17","15.7","19.4","Closed"
"WI-0530","REQ-0271","MustShip","PWR-MGMT","P-003","Camille Villalobos","2025-11-22","2025-12-03","30.1","25.9","Closed"
"WI-0531","REQ-0271","MustShip","PWR-MGMT","P-002","Bruno Oyelaran","2025-04-30","2025-05-05","23.0","18.1","Closed"
"WI-0532","REQ-0272","MustShip","PWR-MGMT","P-017","Quentin Zielinski","2025-07-30","2025-09-20","24.1","33.3","Closed"
"WI-0533","REQ-0272","MustShip","PWR-MGMT","P-013","Mei Thackeray","2026-03-05","2026-04-13","5.7","6.9","Closed"
"WI-0534","REQ-0272","MustShip","PWR-MGMT","P-002","Bruno Oyelaran","2025-12-12","","7.3","","InProgress"
"WI-0535","REQ-0273","ShouldShip","PWR-MGMT","P-006","Farid Saltzman","2025-12-14","2025-12-22","21.2","17.4","Closed"
"WI-0536","REQ-0273","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2025-10-24","2025-10-29","14.1","11.1","Closed"
"WI-0537","REQ-0273","ShouldShip","PWR-MGMT","P-006","Farid Saltzman","2025-10-05","2025-11-18","24.7","31.7","Closed"
"WI-0538","REQ-0274","ShouldShip","FLT-CTRL","P-003","Camille Villalobos","2025-07-01","2025-08-14","18.5","23.5","Closed"
"WI-0539","REQ-0274","ShouldShip","FLT-CTRL","P-010","Jonas Weatherby","2025-09-28","2025-11-17","13.7","18.5","Closed"
"WI-0540","REQ-0275","Nice","REL-MECH","P-021","Ulrike Dalgleish","2025-09-30","2025-10-06","14.2","11.3","Closed"
"WI-0541","REQ-0275","Nice","REL-MECH","P-008","Hiroshi Ibarra","2025-07-18","2025-08-31","25.3","32.4","Closed"
"WI-0542","REQ-0276","ShouldShip","NAV-SENS","P-009","Imani Petrovic","2025-08-11","2025-10-05","20.8","29.5","Closed"
"WI-0543","REQ-0276","ShouldShip","NAV-SENS","P-005","Elena Lindqvist","2026-06-18","2026-07-20","14.5","16.3","Closed"
"WI-0544","REQ-0276","ShouldShip","NAV-SENS","P-019","Sana Nakamura","2025-03-23","2025-04-01","15.1","12.6","Closed"
"WI-0545","REQ-0277","MustShip","PWR-MGMT","P-019","Sana Nakamura","2026-04-06","2026-06-01","13.1","18.8","Closed"
"WI-0546","REQ-0277","MustShip","PWR-MGMT","P-005","Elena Lindqvist","2025-01-20","2025-01-26","11.5","9.1","Closed"
"WI-0547","REQ-0278","ShouldShip","FLT-CTRL","P-004","Dmitri Eriksen","2025-10-23","2025-11-02","18.3","15.4","Closed"
"WI-0548","REQ-0278","ShouldShip","FLT-CTRL","P-003","Camille Villalobos","2025-05-27","2025-07-10","35.7","45.6","Closed"
"WI-0549","REQ-0278","ShouldShip","FLT-CTRL","P-018","Rafael Grigorescu","2026-06-24","2026-07-11","31.2","29.4","Closed"
"WI-0550","REQ-0279","Nice","GND-CTRL","P-006","Farid Saltzman","2025-10-03","2025-10-27","19.0","19.6","Closed"
"WI-0551","REQ-0279","Nice","GND-CTRL","P-020","Tomas Ustinov","2025-12-04","","13.3","","Open"
"WI-0552","REQ-0280","MustShip","FLT-CTRL","P-001","Aditi Halvorsen","2025-12-07","2026-01-13","16.9","20.1","Closed"
"WI-0553","REQ-0280","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-04-13","2025-04-07","27.3","31.9","Closed"
"WI-0554","REQ-0281","Nice","NAV-SENS","P-015","Olabisi Jindal","2025-05-26","2025-06-03","22.1","18.1","Closed"
"WI-0555","REQ-0281","Nice","NAV-SENS","P-010","Jonas Weatherby","2026-05-08","2026-06-25","10.1","13.4","Closed"
"WI-0556","REQ-0281","Nice","NAV-SENS","P-020","Tomas Ustinov","2026-06-20","2026-07-22","8.9","10.0","Closed"
"WI-0557","REQ-0282","MustShip","GND-CTRL","P-016","Priya Quintana","2025-07-08","2025-08-28","30.1","41.3","Closed"
"WI-0558","REQ-0282","MustShip","GND-CTRL","P-004","Dmitri Eriksen","2025-10-01","2025-10-23","29.9","29.8","Closed"
"WI-0559","REQ-0282","MustShip","GND-CTRL","P-014","Nils Castellan","2025-02-13","2025-03-31","22.3","29.2","Closed"
"WI-0560","REQ-0283","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-12-29","2026-01-22","21.3","21.7","Closed"
"WI-0561","REQ-0283","MustShip","REL-MECH","P-010","Jonas Weatherby","2025-04-07","2025-04-17","8.9","7.6","Closed"
"WI-0562","REQ-0283","MustShip","REL-MECH","P-001","Aditi Halvorsen","2025-05-25","2025-06-21","10.3","11.0","Closed"
"WI-0563","REQ-0284","Nice","REL-MECH","P-015","Olabisi Jindal","2025-12-22","2025-12-29","26.9","21.8","Closed"
"WI-0564","REQ-0284","Nice","REL-MECH","P-018","Rafael Grigorescu","2026-05-23","2026-06-02","8.6","7.2","Closed"
"WI-0565","REQ-0284","Nice","REL-MECH","P-014","Nils Castellan","2025-05-22","2025-06-18","29.4","31.0","Closed"
"WI-0566","REQ-0284","Nice","REL-MECH","P-021","Ulrike Dalgleish","2025-09-24","2025-10-01","27.6","22.2","Closed"
"WI-0567","REQ-0285","ShouldShip","PWR-MGMT","P-001","Aditi Halvorsen","2025-01-31","2025-02-05","20.0","15.7","Closed"
"WI-0568","REQ-0285","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2025-09-27","2025-10-23","13.5","14.1","Closed"
"WI-0569","REQ-0285","ShouldShip","PWR-MGMT","P-020","Tomas Ustinov","2026-02-13","2026-04-05","24.3","33.3","Closed"
"WI-0570","REQ-0286","MustShip","NAV-SENS","P-002","Bruno Oyelaran","2025-04-23","2025-05-19","4.2","4.4","Closed"
"WI-0571","REQ-0286","MustShip","NAV-SENS","P-004","Dmitri Eriksen","2025-07-25","2025-08-20","6.0","6.3","Closed"
"WI-0572","REQ-0286","MustShip","NAV-SENS","P-012","Liam Moreau","2025-03-01","2025-03-22","27.8","27.5","Closed"
"WI-0573","REQ-0287","MustShip","REL-MECH","P-009","Imani Petrovic","2025-07-15","2025-08-29","21.6","27.9","Closed"
"WI-0574","REQ-0288","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-05-04","2025-05-09","20.9","16.4","Closed"
"WI-0575","REQ-0288","MustShip","REL-MECH","P-012","Liam Moreau","2025-08-06","2025-09-14","21.9","26.5","Closed"
"WI-0576","REQ-0289","MustShip","FLT-CTRL","P-011","Katya Fairweather","2025-08-02","2025-09-12","28.5","35.4","Closed"
"WI-0577","REQ-0290","ShouldShip","STRUCT-I","P-019","Sana Nakamura","2026-03-14","2026-04-28","16.5","21.4","Closed"
"WI-0578","REQ-0291","MustShip","STRUCT-I","P-005","Elena Lindqvist","2026-06-01","2026-06-12","26.2","22.6","Closed"
"WI-0579","REQ-0291","MustShip","STRUCT-I","P-017","Quentin Zielinski","2025-02-24","2025-03-24","10.5","11.3","Closed"
"WI-0580","REQ-0291","MustShip","STRUCT-I","P-021","Ulrike Dalgleish","2025-11-24","2026-01-10","33.6","44.1","Closed"
"WI-0581","REQ-0292","MustShip","NAV-SENS","P-002","Bruno Oyelaran","2026-04-22","2026-05-17","26.1","26.9","Closed"
"WI-0582","REQ-0293","MustShip","GND-CTRL","P-010","Jonas Weatherby","2026-02-18","","5.3","","InProgress"
"WI-0583","REQ-0293","MustShip","GND-CTRL","P-013","Mei Thackeray","2025-10-14","2025-10-28","34.6","31.0","Closed"
"WI-0584","REQ-0294","MustShip","FLT-CTRL","P-006","Farid Saltzman","2026-05-12","2026-05-18","16.2","12.9","Closed"
"WI-0585","REQ-0295","MustShip","PWR-MGMT","P-017","Quentin Zielinski","2026-03-06","2026-03-27","13.9","13.8","Closed"
"WI-0586","REQ-0295","MustShip","PWR-MGMT","P-004","Dmitri Eriksen","2025-06-11","2025-07-25","22.5","28.8","Closed"
"WI-0587","REQ-0296","MustShip","PWR-MGMT","P-010","Jonas Weatherby","2026-02-09","2026-03-02","2.8","2.7","Closed"
"WI-0588","REQ-0296","MustShip","PWR-MGMT","P-003","Camille Villalobos","2026-02-22","2026-03-04","15.2","12.9","Closed"
"WI-0589","REQ-0296","MustShip","PWR-MGMT","P-020","Tomas Ustinov","2025-04-16","2025-05-27","20.7","25.8","Closed"
"WI-0590","REQ-0297","ShouldShip","NAV-SENS","P-007","Grace Baptiste","2025-07-06","2025-08-21","31.0","40.4","Closed"
"WI-0591","REQ-0297","ShouldShip","NAV-SENS","P-018","Rafael Grigorescu","2025-11-15","2025-12-08","30.7","31.1","Closed"
"WI-0592","REQ-0297","ShouldShip","NAV-SENS","P-007","Grace Baptiste","2025-05-19","2025-06-10","17.3","17.3","Closed"
"WI-0593","REQ-0298","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-04-30","2025-05-30","29.3","32.3","Closed"
"WI-0594","REQ-0299","ShouldShip","GND-CTRL","P-010","Jonas Weatherby","2026-05-11","2026-06-08","16.7","18.1","Closed"
"WI-0595","REQ-0299","ShouldShip","GND-CTRL","P-019","Sana Nakamura","2025-05-13","2025-06-12","29.0","32.1","Closed"
"WI-0596","REQ-0299","ShouldShip","GND-CTRL","P-013","Mei Thackeray","2025-02-25","2025-04-23","5.0","7.2","Closed"
"WI-0597","REQ-0300","MustShip","FLT-CTRL","P-016","Priya Quintana","2025-04-22","2025-06-14","28.9","40.2","Closed"
"WI-0598","REQ-0300","MustShip","FLT-CTRL","P-016","Priya Quintana","2025-10-25","2025-11-14","9.0","8.9","Closed"
"WI-0599","REQ-0301","MustShip","STRUCT-I","P-010","Jonas Weatherby","2025-04-03","2025-05-25","2.1","2.9","Closed"
"WI-0600","REQ-0301","MustShip","STRUCT-I","P-015","Olabisi Jindal","2026-06-23","","29.8","","InProgress"
"WI-0601","REQ-0301","MustShip","STRUCT-I","P-020","Tomas Ustinov","2026-01-10","2026-03-06","28.5","40.4","Closed"
"WI-0602","REQ-0302","Nice","PWR-MGMT","P-012","Liam Moreau","2025-04-29","2025-06-08","17.8","21.9","Closed"
"WI-0603","REQ-0303","MustShip","COMM-LNK","P-020","Tomas Ustinov","2026-01-10","","31.4","","Open"
"WI-0604","REQ-0303","MustShip","COMM-LNK","P-005","Elena Lindqvist","2026-03-24","2026-04-03","7.7","6.5","Closed"
"WI-0605","REQ-0303","MustShip","COMM-LNK","P-021","Ulrike Dalgleish","2026-01-21","","27.4","","Open"
"WI-0606","REQ-0304","ShouldShip","NAV-SENS","P-019","Sana Nakamura","2025-11-24","2025-12-04","21.0","17.7","Closed"
"WI-0607","REQ-0304","ShouldShip","NAV-SENS","P-017","Quentin Zielinski","2025-06-13","2025-07-19","22.5","26.5","Closed"
"WI-0608","REQ-0304","ShouldShip","NAV-SENS","P-002","Bruno Oyelaran","2025-05-18","2025-06-11","20.3","20.8","Closed"
"WI-0609","REQ-0305","Nice","DIAG-LOG","P-012","Liam Moreau","2025-01-24","2025-03-11","28.0","36.5","Closed"
"WI-0610","REQ-0305","Nice","DIAG-LOG","P-002","Bruno Oyelaran","2025-05-15","2025-05-26","11.1","9.5","Closed"
"WI-0611","REQ-0306","MustShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-06-28","2026-08-21","31.1","43.6","Closed"
"WI-0612","REQ-0307","Nice","PWR-MGMT","P-019","Sana Nakamura","2026-02-25","2026-03-16","16.1","15.5","Closed"
"WI-0613","REQ-0307","Nice","PWR-MGMT","P-009","Imani Petrovic","2025-08-12","2025-09-22","34.6","43.1","Closed"
"WI-0614","REQ-0307","Nice","PWR-MGMT","P-020","Tomas Ustinov","2025-07-14","2025-09-01","27.9","37.4","Closed"
